"fk_personne","nom","annee_nais","fk_uni","universite"
http://www.wikidata.org/entity/Q20110468,Sonita Alizadeh,1996,http://www.wikidata.org/entity/Q49109,Bard College
http://www.wikidata.org/entity/Q7365461,Ronan Farrow,1987,http://www.wikidata.org/entity/Q49109,Bard College
http://www.wikidata.org/entity/Q7365461,Ronan Farrow,1987,http://www.wikidata.org/entity/Q4860034,Bard College at Simon's Rock
http://www.wikidata.org/entity/Q354695,Yakubu Gowon,1934,http://www.wikidata.org/entity/Q4860478,Barewa College
http://www.wikidata.org/entity/Q533897,Karla Jay,1947,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q5246478,Dean Spade,1977,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q18934829,Alessandra Comini,1934,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q20273595,Paula Kassell,1917,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q481936,Amy Richards,1970,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q481936,Amy Richards,1971,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q6312325,June Jordan,1936,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q7825781,Torie Osborn,1950,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q5297930,Doris Fleischman,1891,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q5363029,Elizabeth Janeway,1913,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q5365061,Ellen Willis,1941,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q236950,Erica Jong,1942,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q53710035,Rita Arditti,1934,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q6177109,Jemera Rone,1944,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q18437771,Park Yeon-mi,1993,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q90419272,Lila Fenwick,1932,http://www.wikidata.org/entity/Q167733,Barnard College
http://www.wikidata.org/entity/Q16244037,Goldie Hershon,1941,http://www.wikidata.org/entity/Q4862212,Baron Byng High School
http://www.wikidata.org/entity/Q6777103,Martine Rothblatt,1954,http://www.wikidata.org/entity/Q4120330,Barts and The London School of Medicine and Dentistry
http://www.wikidata.org/entity/Q65088016,Renata Kim,1966,http://www.wikidata.org/entity/Q4865820,Bartłomiej Nowodworski High School
http://www.wikidata.org/entity/Q36740,Aung San Suu Kyi,1945,http://www.wikidata.org/entity/Q4866954,Basic Education High School No. 1 Dagon
http://www.wikidata.org/entity/Q8067544,Phyo Zeya Thaw,1981,http://www.wikidata.org/entity/Q4866965,Basic Education High School No. 6 Botataung
http://www.wikidata.org/entity/Q100696842,Avetik Ishkhanyan,1955,http://www.wikidata.org/entity/Q26791885,Basic school N 19 after Nikol Aghbalyan
http://www.wikidata.org/entity/Q43033,Desmond Tutu,1931,http://www.wikidata.org/entity/Q810771,Bates College
http://www.wikidata.org/entity/Q16091135,Larry Birns,1929,http://www.wikidata.org/entity/Q810771,Bates College
http://www.wikidata.org/entity/Q237211,Anita Roddick,1942,http://www.wikidata.org/entity/Q3091754,Bath Spa University
http://www.wikidata.org/entity/Q17141,Harvey Milk,1930,http://www.wikidata.org/entity/Q4874095,Bay Shore High School
http://www.wikidata.org/entity/Q7383941,Ryan Cassata,1993,http://www.wikidata.org/entity/Q4874095,Bay Shore High School
http://www.wikidata.org/entity/Q57242577,Ruth Yeoh,1982,http://www.wikidata.org/entity/Q125477,Bayes Business School
http://www.wikidata.org/entity/Q4648092,A. Latham Staples,1977,http://www.wikidata.org/entity/Q812573,Baylor University
http://www.wikidata.org/entity/Q17279118,Agnès Callamard,1964,http://www.wikidata.org/entity/Q170171,Başkent University
http://www.wikidata.org/entity/Q7561026,Naela Chohan,1958,http://www.wikidata.org/entity/Q273593,Beaux-Arts de Paris
http://www.wikidata.org/entity/Q16267673,Olivia Chaumont,1950,http://www.wikidata.org/entity/Q273593,Beaux-Arts de Paris
http://www.wikidata.org/entity/Q45843259,Leïla Menchari,1927,http://www.wikidata.org/entity/Q273593,Beaux-Arts de Paris
http://www.wikidata.org/entity/Q4762503,Angela Mason,1944,http://www.wikidata.org/entity/Q813868,Bedford College
http://www.wikidata.org/entity/Q234572,Elizabeth Blackwell,1821,http://www.wikidata.org/entity/Q813868,Bedford College
http://www.wikidata.org/entity/Q4877157,Beatrice Harraden,1864,http://www.wikidata.org/entity/Q813868,Bedford College
http://www.wikidata.org/entity/Q160115,Ai Weiwei,1957,http://www.wikidata.org/entity/Q138182,Beijing Film Academy
http://www.wikidata.org/entity/Q5090921,Chen Wei,1969,http://www.wikidata.org/entity/Q23101,Beijing Institute of Technology
http://www.wikidata.org/entity/Q41617,Liu Xiaobo,1955,http://www.wikidata.org/entity/Q1604022,Beijing Normal University
http://www.wikidata.org/entity/Q610164,Wu'erkaixi,1968,http://www.wikidata.org/entity/Q1604022,Beijing Normal University
http://www.wikidata.org/entity/Q610332,Chai Ling,1966,http://www.wikidata.org/entity/Q1604022,Beijing Normal University
http://www.wikidata.org/entity/Q844371,Yang Jianli,1963,http://www.wikidata.org/entity/Q1604022,Beijing Normal University
http://www.wikidata.org/entity/Q11084833,Fang Zheng,1966,http://www.wikidata.org/entity/Q3551745,Beijing Sport University
http://www.wikidata.org/entity/Q620518,Basmah bint Saud,1964,http://www.wikidata.org/entity/Q2778441,Beirut Arab University
http://www.wikidata.org/entity/Q115624884,Joumana Seif,1970,http://www.wikidata.org/entity/Q2778441,Beirut Arab University
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971,http://www.wikidata.org/entity/Q2628140,Belarusian State Economic University
http://www.wikidata.org/entity/Q4446146,Sunil Babu Pant,1972,http://www.wikidata.org/entity/Q2418908,Belarusian State University
http://www.wikidata.org/entity/Q29388712,Q29388712,1950,http://www.wikidata.org/entity/Q3918587,Belarusian-Russian University
http://www.wikidata.org/entity/Q20085770,Rachel Dolezal,1977,http://www.wikidata.org/entity/Q4882717,Belhaven University
http://www.wikidata.org/entity/Q8064841,Zainab al-Khawaja,1983,http://www.wikidata.org/entity/Q2904557,Beloit College
http://www.wikidata.org/entity/Q3818052,Tamar Zandberg,1976,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev
http://www.wikidata.org/entity/Q3701624,Shimon Solomon,1968,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev
http://www.wikidata.org/entity/Q64682591,Hagit Pe'er,1971,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev
http://www.wikidata.org/entity/Q111262216,Q111262216,1978,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev
http://www.wikidata.org/entity/Q929268,Leslie Feinberg,1949,http://www.wikidata.org/entity/Q4889700,Bennett High School
http://www.wikidata.org/entity/Q24248243,Ailish Hopper,1969,http://www.wikidata.org/entity/Q817902,Bennington College
http://www.wikidata.org/entity/Q241398,Andrea Dworkin,1946,http://www.wikidata.org/entity/Q817902,Bennington College
http://www.wikidata.org/entity/Q213122,Betty Ford,1918,http://www.wikidata.org/entity/Q817902,Bennington College
http://www.wikidata.org/entity/Q52195384,Ariadne Getty,1962,http://www.wikidata.org/entity/Q817902,Bennington College
http://www.wikidata.org/entity/Q2903255,Marcia Freedman,1938,http://www.wikidata.org/entity/Q817902,Bennington College
http://www.wikidata.org/entity/Q91503406,Ella King Russell Torrey,1925,http://www.wikidata.org/entity/Q817902,Bennington College
http://www.wikidata.org/entity/Q7487533,Shami Chakrabarti,1969,http://www.wikidata.org/entity/Q4890503,Bentley Wood High School
http://www.wikidata.org/entity/Q117351757,Alexander Abutu Augustine,1972,http://www.wikidata.org/entity/Q4890689,Benue State University
http://www.wikidata.org/entity/Q533897,Karla Jay,1947,http://www.wikidata.org/entity/Q4891992,Berkeley Carroll School
http://www.wikidata.org/entity/Q181659,Ursula K. Le Guin,1929,http://www.wikidata.org/entity/Q4892030,Berkeley High School
http://www.wikidata.org/entity/Q548587,Bobby Seale,1936,http://www.wikidata.org/entity/Q4892030,Berkeley High School
http://www.wikidata.org/entity/Q237654,Lisa Loeb,1968,http://www.wikidata.org/entity/Q248970,Berklee College of Music
http://www.wikidata.org/entity/Q4406124,Chris Salvatore,1985,http://www.wikidata.org/entity/Q248970,Berklee College of Music
http://www.wikidata.org/entity/Q202663,Wyclef Jean,1969,http://www.wikidata.org/entity/Q248970,Berklee College of Music
http://www.wikidata.org/entity/Q62942,Rosa von Praunheim,1942,http://www.wikidata.org/entity/Q55038,Berlin University of the Arts
http://www.wikidata.org/entity/Q2133251,Raúl Aguayo-Krauthausen,1980,http://www.wikidata.org/entity/Q55038,Berlin University of the Arts
http://www.wikidata.org/entity/Q116781168,Vera Mérő,1984,http://www.wikidata.org/entity/Q793897,Berzsenyi Dániel High School (Budapest)
http://www.wikidata.org/entity/Q4152306,Liubov Gurevich,1866,http://www.wikidata.org/entity/Q1999150,Bestuzhev Courses
http://www.wikidata.org/entity/Q15497695,Frank Wilkinson,1914,http://www.wikidata.org/entity/Q1185037,Beverly Hills High School
http://www.wikidata.org/entity/Q6909440,Anat Hoffman,1954,http://www.wikidata.org/entity/Q492519,Bezalel Academy of Art and Design
http://www.wikidata.org/entity/Q25492085,Michal Sela,1963,http://www.wikidata.org/entity/Q492519,Bezalel Academy of Art and Design
http://www.wikidata.org/entity/Q62173,Sabine Leutheusser-Schnarrenberger,1951,http://www.wikidata.org/entity/Q24382,Bielefeld University
http://www.wikidata.org/entity/Q21642270,Arzu Geybullayeva,1983,http://www.wikidata.org/entity/Q861904,Bilkent University
http://www.wikidata.org/entity/Q15994971,William L. Chameides,1949,http://www.wikidata.org/entity/Q863813,Binghamton University
http://www.wikidata.org/entity/Q4027207,Jillian York,1982,http://www.wikidata.org/entity/Q863813,Binghamton University
http://www.wikidata.org/entity/Q160163,Norman Finkelstein,1953,http://www.wikidata.org/entity/Q863813,Binghamton University
http://www.wikidata.org/entity/Q453835,Pamela Sargent,1948,http://www.wikidata.org/entity/Q863813,Binghamton University
http://www.wikidata.org/entity/Q6551382,Linda Arrigo,1949,http://www.wikidata.org/entity/Q863813,Binghamton University
http://www.wikidata.org/entity/Q464318,Annie Besant,1847,http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London"
http://www.wikidata.org/entity/Q4918171,Bisi Alimi,1975,http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London"
http://www.wikidata.org/entity/Q7959881,Wai Hnin Pwint Thon,1989,http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London"
http://www.wikidata.org/entity/Q59143386,Anna Davin,1940,http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London"
http://www.wikidata.org/entity/Q116842753,Marwa Fatafta,1983,http://www.wikidata.org/entity/Q510029,Birzeit University
http://www.wikidata.org/entity/Q106939329,Mariam Barghouti,1993,http://www.wikidata.org/entity/Q510029,Birzeit University
http://www.wikidata.org/entity/Q7285550,Raja Shehadeh,1951,http://www.wikidata.org/entity/Q510029,Birzeit University
http://www.wikidata.org/entity/Q483325,Ellen DeGeneres,1958,http://www.wikidata.org/entity/Q4917639,Bishop Manogue High School
http://www.wikidata.org/entity/Q439355,Emily Murphy,1868,http://www.wikidata.org/entity/Q4917723,Bishop Strachan School
http://www.wikidata.org/entity/Q6200586,Jimmy LaSalvia,1970,http://www.wikidata.org/entity/Q4920974,Black Hills State University
http://www.wikidata.org/entity/Q11091484,Zeng Baosun,1893,http://www.wikidata.org/entity/Q4922996,Blackheath High School
http://www.wikidata.org/entity/Q1499204,Ralph Blair,1939,http://www.wikidata.org/entity/Q2740389,Bob Jones University
http://www.wikidata.org/entity/Q4140213,Semen Gluzman,1946,http://www.wikidata.org/entity/Q4315019,Bogomolets National Medical University
http://www.wikidata.org/entity/Q106869712,Natividad Llanquileo,1984,http://www.wikidata.org/entity/Q4939500,Bolivarian University of Chile
http://www.wikidata.org/entity/Q7615174,Steven R. Donziger,1961,http://www.wikidata.org/entity/Q14685831,Bolles School
http://www.wikidata.org/entity/Q382683,Prince Manvendra Singh Gohil of Rajpipla,1965,http://www.wikidata.org/entity/Q3631441,Bombay Scottish School
http://www.wikidata.org/entity/Q938243,Marion Barry,1936,http://www.wikidata.org/entity/Q4943201,Booker T. Washington High School
http://www.wikidata.org/entity/Q9089930,Zhou Fengsuo,1967,http://www.wikidata.org/entity/Q2963304,Booth School of Business
http://www.wikidata.org/entity/Q125536673,Elizabeth Rhŷs,1841,http://www.wikidata.org/entity/Q74185747,Borough Road training college
http://www.wikidata.org/entity/Q1856944,Robert Drinan,1920,http://www.wikidata.org/entity/Q49118,Boston College
http://www.wikidata.org/entity/Q467912,Kerry Kennedy,1959,http://www.wikidata.org/entity/Q4947841,Boston College Law School
http://www.wikidata.org/entity/Q5364752,Ellen Bass,1947,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q12625419,Hong Sook-ja,1933,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q24646332,Elizabeth W. Crandall,1914,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q2646853,Alice Stone Blackwell,1857,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q8064842,Zainah Anwar,1955,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q23278558,Lois Galgay Reckitt,1944,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q34184371,Alma Lutz,1890,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q96482656,Victoria Guerrero Peirano,1971,http://www.wikidata.org/entity/Q49110,Boston University
http://www.wikidata.org/entity/Q5364752,Ellen Bass,1947,http://www.wikidata.org/entity/Q4948172,Boston University College of Arts and Sciences
http://www.wikidata.org/entity/Q12625419,Hong Sook-ja,1933,http://www.wikidata.org/entity/Q4948172,Boston University College of Arts and Sciences
http://www.wikidata.org/entity/Q461657,Barbara Jordan,1936,http://www.wikidata.org/entity/Q3064264,Boston University School of Law
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929,http://www.wikidata.org/entity/Q4948187,Boston University School of Theology
http://www.wikidata.org/entity/Q6137869,James Lawson,1928,http://www.wikidata.org/entity/Q4948187,Boston University School of Theology
http://www.wikidata.org/entity/Q24646332,Elizabeth W. Crandall,1914,http://www.wikidata.org/entity/Q4948183,Boston University Wheelock College of Education & Human Development
http://www.wikidata.org/entity/Q334288,Jello Biafra,1958,http://www.wikidata.org/entity/Q4949563,Boulder High School
http://www.wikidata.org/entity/Q364484,Thomas Andrews,1953,http://www.wikidata.org/entity/Q895401,Bowdoin College
http://www.wikidata.org/entity/Q533778,Sally Miller Gearhart,1931,http://www.wikidata.org/entity/Q895457,Bowling Green State University
http://www.wikidata.org/entity/Q1499204,Ralph Blair,1939,http://www.wikidata.org/entity/Q895457,Bowling Green State University
http://www.wikidata.org/entity/Q5045357,Carolyn Forché,1950,http://www.wikidata.org/entity/Q895457,Bowling Green State University
http://www.wikidata.org/entity/Q24258689,Dominick Evans,1980,http://www.wikidata.org/entity/Q895457,Bowling Green State University
http://www.wikidata.org/entity/Q38729011,Delia Villegas Vorhauer,1940,http://www.wikidata.org/entity/Q895457,Bowling Green State University
http://www.wikidata.org/entity/Q5982090,Ian Lowe,1942,http://www.wikidata.org/entity/Q4951386,Bowral High School
http://www.wikidata.org/entity/Q56000793,Ayşe Gül Altınay,1971,http://www.wikidata.org/entity/Q896267,Boğaziçi University
http://www.wikidata.org/entity/Q468099,Aslı Erdoğan,1967,http://www.wikidata.org/entity/Q896267,Boğaziçi University
